source_year,source_series,source_track,source_name,normalized_paper_name,normalized_track,question_count,review_status,note
2014,W,理科,京都大学（理）,京都大学,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,文科,上海卷（文）,上海卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,理科,上海卷（理）,上海卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,理科,全国I卷（理）,全国I卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,,北京卷,北京卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,文科,北京卷（文）,北京卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,理科,安徽卷（理）,安徽卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,文科,新课标II卷（文）,新课标II卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,理科,新课标II卷（理）,新课标II卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,,江苏卷,江苏卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,理科,江苏卷（理）,江苏卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,文科,浙江卷（文）,浙江卷,文科,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,理科,浙江卷（理）,浙江卷,理科,4,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,,湖北卷,湖北卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,理科,湖南卷（理）,湖南卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,,福建卷,福建卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,理科,福建卷（理）,福建卷,理科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2015,G,文科,陕西卷（文）,陕西卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,,上海学考,上海学考,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,理科,全国II卷（理）,全国II卷,理科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,,全国I卷,全国I卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,,全国卷Ⅱ,全国卷Ⅱ,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,文科,北京卷（文）,北京卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,理科,四川卷（理）,四川卷,理科,16,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,,新课标III卷,新课标III卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,,江苏卷,江苏卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,,浙江卷,浙江卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,文科,浙江卷（文、理）,浙江卷（文、理）,综合,1,approved,agent-reviewed: source name explicitly covers both liberal-arts and science tracks; keep normalized_track=comprehensive
2016,G,文科,浙江卷（文）,浙江卷,文科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,理科,浙江卷（理）,浙江卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2016,G,理科,课标III卷（理）,课标III卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2017,G,,上海卷,上海卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2017,G,文科,全国I卷（文）,全国I卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2017,G,文科,全国卷II（文）,全国卷II,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2017,G,,北京卷,北京卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2017,G,,新课标I卷,新课标I卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2017,G,,浙江卷,浙江卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2017,G,文科,浙江卷（文）,浙江卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2017,G,理科,浙江卷（理）,浙江卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,文科,全国III卷（文）,全国III卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,,全国II卷,全国II卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,,全国I卷,全国I卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,理科,全国I卷（理）,全国I卷,理科,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,理科,全国卷II（理）,全国卷II,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,,北京卷,北京卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,文科,北京卷（文）,北京卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,理科,北京卷（理）,北京卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,,江苏卷,江苏卷,综合,4,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,G,,浙江卷,浙江卷,综合,17,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2018,M,,广东佛山一模,广东佛山一模,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,,上海卷,上海卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,,上海春考卷,上海春考卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,,全国II卷,全国II卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,文科,全国II卷（文）,全国II卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,文科,全国I卷（文）,全国I卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,理科,全国卷I（理）,全国卷I,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,,北京卷,北京卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,文科,北京卷（文）,北京卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,,江苏卷,江苏卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,,浙江卷,浙江卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2019,G,理科,课标I卷（理）,课标I卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,理科,全国III卷（理）,全国III卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,文科,全国II卷（文）,全国II卷,文科,18,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,理科,全国II卷（理）,全国II卷,理科,17,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,,全国I卷,全国I卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,理科,全国I卷（理）,全国I卷,理科,14,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,理科,全国卷III（理）,全国卷III,理科,17,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,,北京卷,北京卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,新高考,新高考II卷,新高考II卷,新高考,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,新高考,新高考I卷,新高考I卷,新高考,18,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,,江苏卷,江苏卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,G,,浙江卷,浙江卷,综合,15,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2020,XS,,数圈创新卷,数圈创新卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,,上海卷,上海卷,综合,5,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,理科,全国II卷（理）,全国II卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,理科,全国I卷（理）,全国I卷,理科,14,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,,全国乙卷,全国乙卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,文科,全国乙卷（文）,全国乙卷,文科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,,全国甲卷,全国甲卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,理科,全国甲卷（理）,全国甲卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,,北京卷,北京卷,综合,4,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,,天津卷,天津卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,,新课标I卷,新课标I卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,新高考,新高考II卷,新高考II卷,新高考,16,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,新高考,新高考I卷,新高考I卷,新高考,23,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,G,,浙江卷,浙江卷,综合,6,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,M,文科,全国乙卷（文）改,全国乙卷（文）改,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,M,,八省联考,八省联考,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2021,QJ,,南京大学强基计划,南京大学强基计划,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,,上海卷,上海卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,,全国乙卷,全国乙卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,文科,全国乙卷（文）,全国乙卷,文科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,理科,全国乙卷（理）,全国乙卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,理科,全国甲卷（理）,全国甲卷,理科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,,北京卷,北京卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,,天津卷,天津卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,新高考,新高考II卷,新高考II卷,新高考,5,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,新高考,新高考I卷,新高考I卷,新高考,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,G,,浙江卷,浙江卷,综合,4,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2022,XK,,浙江学考,浙江学考,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,上海卷,上海卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,上海春考,上海春考,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,上海春考卷,上海春考卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,文科,全国II卷（文）,全国II卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,全国乙卷,全国乙卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,文科,全国乙卷（文）,全国乙卷,文科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,理科,全国乙卷（理）,全国乙卷,理科,12,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,全国甲卷,全国甲卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,文科,全国甲卷（文）,全国甲卷,文科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,理科,全国甲卷（理）,全国甲卷,理科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,北京卷,北京卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,天津卷,天津卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,新课标I,新课标I,综合,4,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,新课标II卷,新课标II卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,,新课标I卷,新课标I卷,综合,4,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,新高考,新高考II卷,新高考II卷,新高考,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,G,新高考,新高考I卷,新高考I卷,新高考,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,JS,,东莞市预选赛,东莞市预选赛,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,M,,2023年Fiddie模拟预测卷,2023年Fiddie模拟预测卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2023,M,,2023年高考模拟试题(Fiddie卷),2023年高考模拟试题(Fiddie卷),综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,G,,上海卷,上海卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,G,,上海春季高考,上海春季高考,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
